outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.0.txt	30.7	0.835776	37.500	1.133	5.500	57.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.1.txt	30.4	0.831548	37.500	1.119	9.000	53.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.2.txt	30.3	0.835725	39.000	1.122	7.500	53.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.3.txt	30.2	0.832910	43.500	1.115	5.500	51.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.4.txt	29.6	0.831879	39.000	1.126	5.000	56.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.5.txt	29.7	0.832868	42.500	1.106	7.500	50.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.6.txt	30.1	0.836142	37.000	1.120	6.000	57.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.7.txt	28.6	0.830101	38.000	1.116	9.000	53.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.8.txt	30.7	0.831981	36.500	1.119	7.000	56.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC.TEXTUAL-OUTPUT-ONLY-match.9.txt	29.1	0.829469	40.500	1.112	8.500	51.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.0.txt	30.3	0.833850	37.000	1.116	6.500	56.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.1.txt	31.2	0.836054	43.000	1.134	2.500	54.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.2.txt	31.3	0.830603	41.000	1.122	4.500	54.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.3.txt	31.6	0.836697	40.000	1.127	7.000	53.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.4.txt	30.1	0.835091	40.500	1.118	6.000	53.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.5.txt	30.9	0.835987	43.500	1.126	4.500	52.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.6.txt	31.8	0.834921	41.500	1.119	5.000	53.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.7.txt	30.2	0.836513	43.000	1.120	6.000	51.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.8.txt	31.2	0.835828	42.000	1.116	5.500	52.500
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.ISOMETRIC-TOP-N.TEXTUAL-OUTPUT-ONLY-match.9.txt	31.6	0.836792	44.000	1.116	5.000	51.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.RANDOM.TEXTUAL-OUTPUT-ONLY-match.0.txt	32.3	0.833039	34.500	1.123	7.500	58.000
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.RANDOM.TEXTUAL-OUTPUT-ONLY-match.1.txt						
outputs-final/must-c/0-shot-match-output-only/0-shot.en-de.gemma2:27b.RANDOM.TEXTUAL-OUTPUT-ONLY-match.2.txt	31.6	0.835266	34.000	1.130	6.000	60.000
